COMMENTID,COMMENTATOR,CUE,TEXT,TRIMVIDEO,TRIMASPECT,Ratings1,Ratings2,Ratings3,Ratings4,Ratings5 ,Sum,TLSum
1287,UCW4,82,"variation on voice, but the speed might be too fast for me(English as a second language)",EXAMPLE 3,Speech,0,0,1,0,1,2,1
1193,UCW5,61,Took a while to get used to his speech style which can be staccato-like,EXAMPLE 3,Speech,0,0,1,0,5,6,1
1196,UCW5,360,I got distracted midway wondering if he has a lisp rather than on the content of his speech,EXAMPLE 3,Speech,0,0,0,1,1,2,0
1505,LstudyID030,498,very nice ending,EXAMPLE 2,Structure,0,0,0,0,1,1,0
1507,LstudyID030,36,very nice beginning,EXAMPLE 3,Structure,0,0,0,0,4,4,0
1514,LstudyID030,41,very good start with main point,EXAMPLE 4,Structure,1,0,0,0,3,4,1
1191,LstudyID491,314,She is cleverly making statistics 'mean something' to the audience,EXAMPLE 2,Structure,0,0,0,0,3,3,0
1511,LstudyID514,200,"Bigger picture/problem, followed by a good analogy",EXAMPLE 1,Structure,2,0,0,1,1,4,2
1540,LstudyID912,203,"Good, succinct closing",EXAMPLE 4,Structure,0,0,0,0,3,3,0
1535,LstudyID912,347,"It's easy to follow, but the structure could have been marked more clearly like 'Now I'll mention some of the dangers' etc.",EXAMPLE 3,Structure,1,0,0,0,3,4,1
817,UCT18,222,She begins with the interesting moment 'the end of gender' and then works toward explaining why she is saying this.,EXAMPLE 2,Structure,1,0,0,0,1,2,1
1544,UCT19,197,"Excellent conclusion""My work is about giving chemists better tools to make better medicines""",EXAMPLE 1,Structure,0,0,1,0,2,3,1
1556,UCT20,51,Opening is really engaging.,EXAMPLE 1,Structure,0,0,0,1,2,3,0
1251,UCT37,30,Good example of a strong specific intro,EXAMPLE 1,Structure,1,0,0,1,6,8,1
1353,UCT39,151,"The speech was very dynamic, it had a clear structure. Nice introduction, main par and effective conlusin the highlight what her research is targeting.",EXAMPLE 4,Structure,1,0,0,0,2,3,1
988,UCW11,166,"use statistics, history",EXAMPLE 3,Structure,0,0,0,0,2,2,0
989,UCW11,167,use statistical data,EXAMPLE 3,Structure,0,0,0,0,1,1,0
794,UCW15,36,Begins with a story to engage audience,EXAMPLE 1,Structure,0,0,1,0,1,2,1
1425,UCW2,273,This presentation is terrible. He talks too fast and the content of his delivery is all over the place. I didn't really get what is the crucial point of his talk.,EXAMPLE 3,Structure,0,1,1,1,0,3,2
1282,UCW4,334,using questions as transition.,EXAMPLE 2,Structure,3,0,0,0,2,5,3
1275,UCW4,181,clear transition from the background to speaker's own research project.,EXAMPLE 1,Structure,0,0,1,0,1,2,1
1199,UCW5,125,A very difficult concept made very digestible!,EXAMPLE 4,Structure,1,0,0,0,2,3,1
1184,UCW5,201,He made a potentially really boring concept very interesting and relatable.,EXAMPLE 1,Structure,0,1,1,0,1,3,2
1197,UCW5,402,"The closing was sort of attention grabbing in a way - where he involves the audience in wanting to ""fight"" for something",EXAMPLE 3,Structure,0,0,0,0,1,1,0
1198,UCW5,62,Great opening by putting into perspective how breast cancer affects people,EXAMPLE 4,Structure,0,0,0,0,3,3,0
1201,UCW5,198,Would have wanted to hear more about the statement she made in closing. but guess there were time constraints,EXAMPLE 4,Structure,0,1,0,0,1,2,1
1192,UCW5,483,Good interpretation of what her data means for the audience,EXAMPLE 2,Structure,0,0,0,0,2,2,0
1506,LstudyID030,34,very nice visual,EXAMPLE 3,Visual aids,1,0,0,0,3,4,1
1498,LstudyID030,61,nice beginning and visual.,EXAMPLE 1,Visual aids,0,0,0,1,2,3,0
1515,LstudyID030,43,very good visual from start,EXAMPLE 4,Visual aids,0,0,1,0,3,4,1
1504,LstudyID030,41,good visual aids,EXAMPLE 2,Visual aids,1,0,0,0,3,4,1
1510,LstudyID030,276,Very good visuals,EXAMPLE 3,Visual aids,0,0,0,0,2,2,0
1186,LstudyID491,204,Relatable again. ,EXAMPLE 2,Visual aids,0,1,0,0,3,4,1
1531,LstudyID912,48,"Visuals, no text, but message is clearly communicated",EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
1538,LstudyID912,71,"Good example with ""Now imagine with me..."" and then move to the slide",EXAMPLE 4,Visual aids,1,0,0,0,2,3,1
1016,UCM33,425,like it,EXAMPLE 2,Visual aids,0,0,0,0,1,1,0
1015,UCM33,3,Cool,EXAMPLE 2,Visual aids,0,0,0,0,4,4,0
818,UCT18,306,striking visual aid to illustrate her point,EXAMPLE 2,Visual aids,0,0,0,0,1,1,0
816,UCT18,210,Visually striking and information slides,EXAMPLE 2,Visual aids,0,0,0,0,1,1,0
1545,UCT19,84,The variety of images used  grab the attention of the viewer,EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
1542,UCT19,76,efficient use of visuals in one slide,EXAMPLE 1,Visual aids,0,0,0,2,0,2,0
1547,UCT19,367,"Use of terminology with a corresponding  amusing relatable visual ""chick flick""",EXAMPLE 2,Visual aids,0,0,0,0,1,1,0
1548,UCT19,114,use of one visual multiple times to tell the story of the growth of the world wide web,EXAMPLE 3,Visual aids,0,0,1,0,1,2,1
1559,UCT20,507,"I really liked the graphs in this presentation - the consistent style appealed to me and they didn't take over the presentation, but really supported the message.",EXAMPLE 2,Visual aids,0,0,0,0,3,3,0
1558,UCT20,202,Presentation required virtually no visual aids and still very effective.,EXAMPLE 1,Visual aids,1,0,0,0,1,2,1
1560,UCT20,91,Really loving the visual aids - so simple and effective and doesn't distract from the spoken text.,EXAMPLE 3,Visual aids,1,0,0,1,5,7,1
1254,UCT37,38,Visual aids signpost major topics with no text.,EXAMPLE 1,Visual aids,1,0,1,0,3,5,2
1339,UCT39,490,"It was very interesting presentation, with a lot of visual effects that helped me to understand hers research and to remember some facts afterwards She is very confident, good body language, smile all the time.The way she dressed up looks very professional and she is wearing a black, so helps to stay focus on her visual effect of presentation not to look at her",EXAMPLE 2,Visual aids,1,0,0,0,3,4,1
987,UCW11,241,"good use of pictures, charts",EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
800,UCW15,314,Clear diagrams that explain points well,EXAMPLE 2,Visual aids,1,0,0,0,2,3,1
798,UCW15,78,Good use of visuals in showing different demographics,EXAMPLE 2,Visual aids,0,0,0,1,3,4,0
1290,UCW4,156,consistency on the style of visual slides.,EXAMPLE 3,Visual aids,0,0,0,0,2,2,0
1296,UCW4,77,make the graphic meaninful,EXAMPLE 4,Visual aids,1,0,0,0,3,4,1
1278,UCW4,73,persuasive and clear visual aids,EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
1200,UCW5,127,Visual aids helps with the explanation process of the difficult concept,EXAMPLE 4,Visual aids,0,0,0,0,3,3,0
1194,UCW5,155,Visual aids help greatly to orientate audience to what he is saying,EXAMPLE 3,Visual aids,0,0,0,0,2,2,0
1187,UCW5,89,Great use of graphics to emphasise points,EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
1451,LstudyID209,286,I make an effort to do this,TUTORIAL 4,I am rather good at this,0,0,0,0,1,1,0
840,UCF29,48,Bookends is an idea I've used though.,TUTORIAL 2,I am rather good at this,2,1,0,0,1,4,3
841,UCF29,97,"I started a presentation last year with ""Homer Simpson once said that public transport is for jerks and lesbians"". Obviously I went on to disagree with him (and hopefully didn't offend too many people) but it certainly woke people up!",TUTORIAL 2,I am rather good at this,0,0,0,2,4,6,0
1237,LstudyID209,86,I agree that it sounds boring. I'm usually trying to get over nerves at this point,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,1,2,3,0
1461,LstudyID209,99,She is rocking back and forth,EXAMPLE 2,Delivery,0,1,0,0,1,2,1
1462,LstudyID209,193,Not smiling,EXAMPLE 2,Delivery,0,0,2,0,0,2,2
1467,LstudyID209,449,She uses her hands well,EXAMPLE 2,Delivery,0,0,0,0,2,2,0
1481,LstudyID209,172,"She speaks with authority, could smile perhaps",EXAMPLE 4,Delivery,1,0,1,0,0,2,2
1454,LstudyID209,38,He is smiling,EXAMPLE 1,Delivery,0,1,0,0,3,4,1
1464,LstudyID209,208,Made the audience laugh - engaging,EXAMPLE 2,Delivery,0,0,0,0,0,0,0
1460,LstudyID209,67,"She seems a bit nervous, but is using hands well, maybe not standing neutrally though.",EXAMPLE 2,Delivery,0,2,1,0,2,5,3
1478,LstudyID209,56,uses hands well,EXAMPLE 4,Delivery,1,0,0,0,3,4,1
1472,LstudyID209,110,"quite jerky movements, a little off-putting",EXAMPLE 3,Delivery,0,0,1,0,2,3,1
1471,LstudyID209,93,uses big gestures,EXAMPLE 3,Delivery,0,1,0,0,1,2,1
1063,UCF31,447,Delivery is well-paced - quite deliberate and unhurried. Makes it easy to follow,EXAMPLE 2,Delivery,0,0,0,0,2,2,0
1053,UCF31,155,Effective hand gestures,EXAMPLE 1,Delivery,0,0,0,0,2,2,0
1074,UCF31,77,Effective hand gestures,EXAMPLE 4,Delivery,1,0,0,0,3,4,1
1065,UCF31,32,Delivery seems more hesitant than the other presenters we've seen,EXAMPLE 3,Delivery,2,2,1,0,2,7,5
955,UCT24,229,poor,EXAMPLE 3,Delivery,0,0,1,0,0,1,1
966,UCT24,63,well commandered,EXAMPLE 1,Delivery,0,0,0,1,1,2,0
960,UCT24,167,good,EXAMPLE 4,Delivery,0,0,0,0,2,2,0
1410,UCW12,202,Confident stance. Not sure that the beginning where she greeted audience and end where a number of technical terms were given - were captivating for me but I am sure those in the field would be fine with this. Pleased she didn't use the 'but wait there's more' sales pitch approach - bit of a tension with her topic I guess. I enjoyed her speaking approach.,EXAMPLE 4,Delivery,0,0,0,0,3,3,0
1408,UCW12,78,The 's's seem to be employed,EXAMPLE 4,Delivery,0,0,3,0,0,3,3
1390,UCW12,105,He appears to apply the 'S' guides to presentation.,EXAMPLE 1,Delivery,0,2,1,0,0,3,3
1405,UCW12,244,Appears to be well rehearsed,EXAMPLE 3,Delivery,0,0,0,1,1,2,0
1396,UCW12,152,She moves her feet and is not smiling - perhaps reflecting the content currently concerns her. I am sure the final tutorial would say something about her stance but I'm okay with her movement. I take from that she is emotionally invested in the topic unlike Steve Jobs who was financially invested.,EXAMPLE 2,Delivery,0,0,0,0,3,3,0
1352,UCW9,107,Nice joke - barely remember 10 million,EXAMPLE 1,Delivery,0,0,0,1,2,3,0
1347,UCW9,28,Like the opening! I want to tell you a story...,EXAMPLE 1,Delivery,0,0,0,0,8,8,0
1350,UCW9,67,"Nice stance, and pauses between points",EXAMPLE 1,Delivery,0,0,0,1,1,2,0
1357,UCW9,28,"Nice opening - ""a little crazy""...""connect the dots""",EXAMPLE 2,Delivery,1,1,0,0,3,5,2
1359,UCW9,163,Not sure about the rocking back and forth delivery style - anti-confidence?,EXAMPLE 2,Delivery,0,1,0,1,1,3,1
1354,UCW9,113,Nice explanation - 10 million books on Amazon - need computer help,EXAMPLE 1,Delivery,0,0,0,1,2,3,0
835,UCF29,101,,TUTORIAL 1,I am rather good at this,0,2,0,1,2,5,2
836,UCF29,160,"Yeah, all good stuff, but I knew it already. Did challenge me to think further than the video goes though.",TUTORIAL 1,I am rather good at this,0,1,1,0,2,4,2
1024,UCF31,145,"I agree, the more time I spend in preparation, the more confident and effective my presentations are",TUTORIAL 1,I am rather good at this,1,0,0,0,3,4,1
914,UCT24,42,the use of bullets and graphics,TUTORIAL 1,I am rather good at this,0,2,0,0,5,7,2
925,UCT24,318,always have a take home message for audience,TUTORIAL 2,I am rather good at this,0,0,0,0,3,3,0
965,UCT24,292,eye contact with audience,TUTORIAL 4,I am rather good at this,0,0,0,0,2,2,0
916,UCT24,95,the use of handouts,TUTORIAL 1,I am rather good at this,0,1,0,1,2,4,1
920,UCT24,165,practicing the presentation,TUTORIAL 1,I am rather good at this,1,0,1,0,2,4,2
926,UCT24,367,take home message should be concise,TUTORIAL 2,I am rather good at this,0,0,0,0,3,3,0
1316,UCW9,118,"Provide an outline, but not a big one",TUTORIAL 3,I am rather good at this,0,0,1,0,2,3,1
1222,UCW9,96,Great to suggest don't use powerpoint - too many people just default to that,TUTORIAL 1,I am rather good at this,0,1,0,1,3,5,1
1225,UCW9,136,Hide the text in your own notes - not on the screen for everyone. Make sure you have material beyond what the audience can take from your slide,TUTORIAL 1,I am rather good at this,1,1,0,0,5,7,2
1321,UCW9,182,Yes - don't be a stiff,TUTORIAL 3,I am rather good at this,0,1,0,1,1,3,1
1322,UCW9,243,That's a dumb measure - who has experience of travelling to the moon and back?,TUTORIAL 3,I am rather good at this,0,0,1,2,2,5,1
1341,UCW9,95,Guesturing important to add impact,TUTORIAL 4,I am rather good at this,0,0,0,0,2,2,0
1260,LstudyID209,116,"I have seen bad examples where people have an outline slide and rush through it, outlining verbally may be more effective",TUTORIAL 3,I did/saw this in the past,0,1,0,1,3,5,1
1264,LstudyID209,190,"I like this point, I think it will take a lot of practice though",TUTORIAL 3,I did/saw this in the past,0,0,0,0,2,2,0
1230,LstudyID209,52,"I don't like confusing slides in presentations, I don't read them.",TUTORIAL 1,I did/saw this in the past,1,0,0,1,3,5,1
1235,LstudyID209,116,"Good tip, I have seen this done and it makes the presentation easier to follow",TUTORIAL 1,I did/saw this in the past,1,1,0,0,2,4,2
1244,LstudyID209,257,"Again, some interesting stats",TUTORIAL 2,I did/saw this in the past,0,1,0,0,1,2,1
851,UCF29,184,Superlatives aren't always welcome in academic presentations - but you can still express excitement and animation through voice and body.,TUTORIAL 3,I did/saw this in the past,1,0,0,1,7,9,1
855,UCF29,15,She doesn't look confident to me. Even within the first 15 seconds she doesn't look natural and flowing (which are signs of confidence and comfort). I guess this demonstrates the importance of the beginning!,TUTORIAL 4,I did/saw this in the past,1,1,2,1,3,8,4
854,UCF29,335,I think Winston Churchill once said that it took him something like 1 hour of rehearsal for every minute of a good speech. I've done that. It works. But sometimes you just have to make do with a little less if you have a life!,TUTORIAL 3,I did/saw this in the past,1,0,0,0,4,5,1
1019,UCF31,32,"This so looks like my style, boring",TUTORIAL 1,I did/saw this in the past,1,4,0,3,2,10,5
1026,UCF31,62,It's so easy to be boring! Performance skills and confidence are so important,TUTORIAL 2,I did/saw this in the past,0,1,0,0,3,4,1
918,UCT24,122,using supporting images,TUTORIAL 1,I did/saw this in the past,3,0,0,0,3,6,3
917,UCT24,114,using few but meaningful word to make a point,TUTORIAL 1,I did/saw this in the past,2,0,0,0,2,4,2
953,UCT24,263,make presentation visual as you can,TUTORIAL 3,I did/saw this in the past,0,0,0,0,2,2,0
949,UCT24,121,giving audience a reason to listen further,TUTORIAL 3,I did/saw this in the past,1,0,0,0,2,3,1
1344,UCW9,316,Easy to scan audience without making eye contact,TUTORIAL 4,I did/saw this in the past,0,0,0,0,3,3,0
1306,UCW9,83,"Short, direct and boring",TUTORIAL 2,I did/saw this in the past,0,0,1,1,0,2,1
1342,UCW9,154,"Relax shoulders, speak slower",TUTORIAL 4,I did/saw this in the past,1,0,0,0,2,3,1
1221,UCW9,83,Like the suggestion to stay low-tech initially,TUTORIAL 1,I did/saw this in the past,0,2,1,1,2,6,3
1449,LstudyID209,218,"I try to do this, easier to do when I have rehearsed well",TUTORIAL 4,I didnt realize I wasnt doing this,0,0,0,0,2,2,0
1450,LstudyID209,252,"This is a good point, someone has pointed this out to me when I have been presenting in the past",TUTORIAL 4,I didnt realize I wasnt doing this,0,0,0,0,2,2,0
1023,UCF31,129,I'm challenged by this - I think my instinct is the my spoken words have to be backedup by written words to have an impact,TUTORIAL 1,I didnt realize I wasnt doing this,0,0,2,2,1,5,2
1038,UCF31,111,Give your audience a reason to listen - a good message to remember,TUTORIAL 3,I didnt realize I wasnt doing this,1,1,0,0,3,5,2
1033,UCF31,377,Clearly communicating quite a complex point - taking time,TUTORIAL 2,I didnt realize I wasnt doing this,1,1,1,0,0,3,3
1029,UCF31,189,Getting alongside the audience by talking about knowledge/experiences they have in common with the speaker,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,0,3,3,0
1027,UCF31,99,It's about looking at your presentation from the audience's perspective,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,0,3,3,0
921,UCT24,60,having a good beginning and a good ending sounds great,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,0,3,3,0
963,UCT24,187,sound variations,TUTORIAL 4,I didnt realize I wasnt doing this,0,0,0,1,1,2,0
923,UCT24,170,engage audience emotion from start,TUTORIAL 2,I didnt realize I wasnt doing this,0,1,0,0,4,5,1
948,UCT24,97,let your theme be catchy,TUTORIAL 3,I didnt realize I wasnt doing this,2,0,0,0,1,3,2
922,UCT24,66,"self intro, appreciating and apologising weak openings...wow",TUTORIAL 2,I didnt realize I wasnt doing this,2,0,1,0,1,4,3
924,UCT24,237,presenter should be active and show interest in the topic,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,0,4,4,0
919,UCT24,140,hiding text so i can only read sound awesome,TUTORIAL 1,I didnt realize I wasnt doing this,2,0,0,0,2,4,2
950,UCT24,150,provide simplified outline with enthusiasm,TUTORIAL 3,I didnt realize I wasnt doing this,1,0,1,0,1,3,2
962,UCT24,93,Stance,TUTORIAL 4,I didnt realize I wasnt doing this,0,1,0,0,1,2,1
1307,UCW9,104,But surely you don't want to over-egg things? Too much build-up can lead to deflation...,TUTORIAL 2,I didnt realize I wasnt doing this,0,1,1,0,2,4,2
1304,UCW9,67,These are things that it's easy to think people expect,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,1,2,3,0
1312,UCW9,433,Work backwards from the close,TUTORIAL 2,I didnt realize I wasnt doing this,0,0,0,0,3,3,0
1340,UCW9,55,Strictly true? Steve Jobs moved around a lot...,TUTORIAL 4,I didnt realize I wasnt doing this,0,0,0,0,3,3,0
1232,LstudyID209,79,"I try to do this, I think it is hard to make a story when you know the subject very well - it can be easy to forget what is assumed knowledge",TUTORIAL 1,I like this point,1,3,0,2,2,8,4
1255,LstudyID209,437,I hadn't thought about trying to do it this way around,TUTORIAL 2,I like this point,0,0,0,0,1,1,0
1234,LstudyID209,99,It is almost an unwritten rule that presentations should be powerpoint.,TUTORIAL 1,I like this point,0,1,1,1,1,4,2
1247,LstudyID209,351,"Quite a long winded conclusion, but recapping the main points of a presentation is a good idea",TUTORIAL 2,I like this point,0,0,2,0,4,6,2
1240,LstudyID209,155,"I like when stories are used in presentations, makes the presentation more memorable",TUTORIAL 2,I like this point,0,0,0,0,2,2,0
1448,LstudyID209,95,"A lot to remember, but good tips",TUTORIAL 4,I like this point,0,0,0,0,2,2,0
1253,LstudyID209,425,I like the abrupt ending with a key word,TUTORIAL 2,I like this point,0,0,0,0,1,1,0
1238,LstudyID209,109,I like that he had found some statistics to give what he had to say some emphasis,TUTORIAL 2,I like this point,0,0,0,1,1,2,0
1250,LstudyID209,408,making a joke,TUTORIAL 2,I like this point,0,0,1,0,1,2,1
1236,LstudyID209,45,Nice way of visualising it,TUTORIAL 2,I like this point,0,0,1,0,3,4,1
1262,LstudyID209,127,the clear transitions are a good idea,TUTORIAL 3,I like this point,1,0,0,0,3,4,1
1258,LstudyID209,103,I like that the idea of a catchy headline to draw interest,TUTORIAL 3,I like this point,0,1,0,0,2,3,1
833,UCF29,89,I use bullets on slides...but write the overarching narrative first and then use the bullets to try to support and reinforce what I'm saying. I also try to include stories within the overarching narrative. But I do wonder if the video might go on to give me some tips to make my powerpoints (when I use them at all) more interesting.,TUTORIAL 1,I like this point,1,0,0,0,4,5,1
849,UCF29,102,I'm noticing the presenter's hands keep going off-screen as he gestures. For video presentations the ideal is to know where the edge of the screen is and stay within in.,TUTORIAL 3,I like this point,0,2,2,0,1,5,4
839,UCF29,39,Hadn't heard the term primacy-recency effect.,TUTORIAL 2,I like this point,0,1,2,0,1,4,3
1028,UCF31,153,Great structure - hooks the audience in,TUTORIAL 2,I like this point,0,0,0,0,2,2,0
1030,UCF31,220,"Encouraging audience participation, keeping the interest up",TUTORIAL 2,I like this point,0,0,0,0,2,2,0
1040,UCF31,177,Important to have faith in yourself and believe that your message is important,TUTORIAL 3,I like this point,0,1,0,0,2,3,1
1047,UCF31,380,Those are ideas that are easy to remember and to apply,TUTORIAL 4,I like this point,0,0,0,0,2,2,0
1046,UCF31,306,Good to have the guideline of holding eye contact 5 - 7 secs,TUTORIAL 4,I like this point,0,0,0,0,2,2,0
1020,UCF31,58,I always thought that people learned better by reading (what's on the slides) than by just listening. I thought that you need to have the important facts on the slides for people to take them in,TUTORIAL 1,I like this point,2,2,0,2,6,12,4
1037,UCF31,88,"Good message to take away. I think my presentations often try to communicate too much, without a clear message",TUTORIAL 3,I like this point,1,0,0,1,5,7,1
1045,UCF31,186,Performance component - good to see a presentation as a performance that needs to engage the audience,TUTORIAL 4,I like this point,0,0,0,0,3,3,0
1042,UCF31,328,Memorable moment is a good takeaway idea,TUTORIAL 3,I like this point,0,0,0,0,1,1,0
1039,UCF31,136,This gives the structure around the heard address that I was attempting to provide through bullet points on slides,TUTORIAL 3,I like this point,1,2,1,0,2,6,4
1034,UCF31,394,Ending with a take-away -something for the audience to do as a result of the presentation,TUTORIAL 2,I like this point,0,0,0,0,2,2,0
1018,UCF31,16,PowerPoint is ubiquitous but often not well used - I need to learn how to make my presentations more effective,TUTORIAL 1,I like this point,4,0,0,0,7,11,4
1021,UCF31,76,I really like this idea - telling stories is so engaging,TUTORIAL 1,I like this point,1,0,1,1,5,8,2
1025,UCF31,20,"Yes, first impressions determine whether the audience will be willing to listen further",TUTORIAL 2,I like this point,1,1,0,1,5,8,2
1044,UCF31,141,Good to have the link between posture and sound - a persuasive point,TUTORIAL 4,I like this point,1,0,0,0,2,3,1
1035,UCF31,437,"That's really good idea, to start with the close and work back. I hadn't thought of that",TUTORIAL 2,I like this point,0,0,0,0,1,1,0
1022,UCF31,106,Excellent point but do you then end up with heaps of slides - I suppose I need to think about simplifying my message/s too,TUTORIAL 1,I like this point,3,0,0,1,2,6,3
1043,UCF31,55,"I think moving around can be a good thing, but I take her point about movements that look like fidgeting",TUTORIAL 4,I like this point,1,1,0,0,4,6,2
1031,UCF31,312,There are so many presentations I have seen where the ending has been rushed because the speaker has run out of time - bad and lasting impression,TUTORIAL 2,I like this point,1,0,0,0,3,4,1
964,UCT24,271,silence,TUTORIAL 4,I like this point,0,0,1,0,2,3,1
915,UCT24,75,braeking down story from beginning to end,TUTORIAL 1,I like this point,1,3,0,0,3,7,4
952,UCT24,208,numbers should be meaningful,TUTORIAL 3,I like this point,0,0,0,0,2,2,0
951,UCT24,183,relax and avoid being too formal,TUTORIAL 3,I like this point,0,0,0,0,3,3,0
1374,UCW12,162,I found this reaffirming to watch. As an audience member I have found presentations using powerpoint to be more 'death by powerpoint. How can I suck the life and will to live out of this group? When I began in my current job you were measured by students and some staff by the academic level and constant creation of powerpoints - so in order to make other people happy and to maintain my sanity I chose to use images to support the story and I limited the academic content to my notes and selling th,TUTORIAL 1,I like this point,1,0,0,1,2,4,1
1375,UCW12,165,I found this reaffirming to watch. As an audience member I have found presentations using powerpoint to be more 'death by powerpoint. How can I suck the life and will to live out of this group? When I began in my current job you were measured by students and some staff by the academic level and constant creation of powerpoints - so in order to make other people happy and to maintain my sanity I chose to use images to support the story and I limited the academic content to my notes and selling th,TUTORIAL 1,I like this point,1,0,1,0,4,6,2
1303,UCW9,52,Bookends - both need to be strong,TUTORIAL 2,I like this point,0,0,0,1,3,4,0
1315,UCW9,68,"Hits the theme - simple, one liner",TUTORIAL 3,I like this point,2,0,0,1,4,7,2
1308,UCW9,132,Good opening with a story,TUTORIAL 2,I like this point,0,0,0,0,2,2,0
1224,UCW9,129,Excellent point. Can't read and listen at same time.,TUTORIAL 1,I like this point,2,0,0,1,2,5,2
1314,UCW9,58,"""Something in the AIR"" - opening that sets the theme and foreshadows announcement",TUTORIAL 3,I like this point,1,1,0,1,4,7,2
1223,UCW9,115,Yes to visual ideas. But sometimes hard to create if not an artist - stock images?,TUTORIAL 1,I like this point,2,2,0,0,4,8,4
1343,UCW9,240,"Silence!    For contrast, for emphasis, for reflection",TUTORIAL 4,I like this point,5,0,0,1,0,6,5
1300,UCW9,30,"Liked the unexpected begin-end-keep them together rather than ""middle""",TUTORIAL 2,I like this point,1,0,0,1,4,6,1
1345,UCW9,366,And a summary! Nice ending recapping the 5 S's,TUTORIAL 4,I like this point,0,0,0,0,1,1,0
1309,UCW9,228,Liked the ask of the audience,TUTORIAL 2,I like this point,1,0,0,1,1,3,1
1456,LstudyID209,94,He pauses to let a point sink in,EXAMPLE 1,No Aspect Selected,0,1,0,0,2,3,1
1256,LstudyID209,25,I like the idea that a presentation should be inspiring,TUTORIAL 3,No Aspect Selected,1,2,0,1,4,8,3
1459,LstudyID209,32,"Slides has animated pictures, not wordy. 1 point.",EXAMPLE 2,No Aspect Selected,1,1,0,0,4,6,2
1474,LstudyID209,170,errring' instead of pausing,EXAMPLE 3,No Aspect Selected,0,0,1,0,1,2,1
1452,LstudyID209,340,I really like how if she forgets what she is going to say (or the order of her wording) she pauses and doesn't 'mmm',TUTORIAL 4,No Aspect Selected,0,2,1,0,1,4,3
1455,LstudyID209,70,keeps his hands by his sides and then uses them to gesture,EXAMPLE 1,No Aspect Selected,1,0,1,0,2,4,2
1269,LstudyID209,299,Good for business presentations with a product. Not sure how to translate this to scientific presentation,TUTORIAL 3,No Aspect Selected,0,1,1,1,3,6,2
860,UCF29,67,She got a bit repetitive with the whole 'things are going to change' point.,EXAMPLE 2,No Aspect Selected,0,0,3,1,1,5,3
876,UCF29,180,I don't know where this is going and am starting to get bored. ,EXAMPLE 3,No Aspect Selected,0,0,2,0,2,4,2
862,UCF29,160,Add a rhythm and that could almost be a waltz! But the content is very good.,EXAMPLE 2,No Aspect Selected,0,0,1,0,2,3,1
871,UCF29,32,"""I've got a question for you""...so what is it?",EXAMPLE 3,No Aspect Selected,1,1,1,0,2,5,3
884,UCF29,59,She should've brought a ball!,EXAMPLE 4,No Aspect Selected,0,2,0,1,1,4,2
858,UCF29,158,He's got good pauses. Could do a bit more on pitch and volume.,EXAMPLE 1,No Aspect Selected,0,2,2,0,0,4,4
864,UCF29,260,Her elbows are anchored to her waist. I want to see them change angle and I want to see some bigger gestures that opens her core from the protective girdling of elbows!,EXAMPLE 2,No Aspect Selected,1,0,2,1,0,4,3
866,UCF29,365,"I don't see how the triumph of the chick flick is the end of gender. It might be the end of male domination, but 'chick flick' is not exactly a gender neutral term.",EXAMPLE 2,No Aspect Selected,0,1,0,1,0,2,1
879,UCF29,304,My mind is wandering.,EXAMPLE 3,No Aspect Selected,0,0,2,0,0,2,2
887,UCF29,198,Good hammering home of the point.,EXAMPLE 4,No Aspect Selected,0,0,0,0,3,3,0
857,UCF29,127,He's good. He believes himself!,EXAMPLE 1,No Aspect Selected,0,0,1,0,2,3,1
870,UCF29,495,"They're all individual people in the faces she just added...but also all young females, which again doesn't support the argument that we're heading towards an end of gender. I feel there are some mixed messages in this presentation that could benefit from robust debate.",EXAMPLE 2,No Aspect Selected,0,0,1,1,1,3,1
868,UCF29,431,I find the flicking up of pictures that aren't directly relevant to the words she's currently saying to be distracting.,EXAMPLE 2,No Aspect Selected,0,1,1,1,0,3,2
874,UCF29,39,"If you know who Tim is this makes sense. If you didn't, you'd have no idea what he's talking about.",EXAMPLE 3,No Aspect Selected,1,2,1,0,5,9,4
875,UCF29,118,His presentation would really benefit from an explicit structure and some signposting.,EXAMPLE 3,No Aspect Selected,0,1,1,0,2,4,2
886,UCF29,118,Nice use of the image on the slide. Especially in thesis in 3 which only allows one slide.,EXAMPLE 4,No Aspect Selected,0,0,0,0,5,5,0
883,UCF29,27,"She started with ""So..."". That's one of the least striking openings in the English language. Ooooh, I'm getting mean. I think I've watched too many presentation videos in one go!",EXAMPLE 4,No Aspect Selected,0,2,3,1,3,9,5
844,UCF29,328,"At the end, I always come back to Homer!",TUTORIAL 2,No Aspect Selected,0,0,0,0,3,3,0
